model,year,transmission,mileage,fuelType,tax,mpg,engineSize,price
 Kuga,2014,Manual,12512,Petrol,145,48.5,1.6,6150
 Tourneo Connect,2017,Manual,38971,Diesel,124,66.7,1.0,11364
 Fiesta,2013,Manual,11444,Petrol,151,47.8,1.0,15386
 Kuga,2019,Manual,47,Diesel,145,54.4,2.0,16895
 Kuga,2018,Semi-Auto,12189,Diesel,144,55.4,2.0,19599
 Mondeo,2019,Automatic,12161,Hybrid,144,65.5,2.0,16288
 Fiesta,2018,Manual,13667,Petrol,145,66.0,1.5,10640
 Mondeo,2017,Automatic,26975,Hybrid,0,67.3,2.0,14790
 EcoSport,2019,Automatic,26395,Petrol,153,51.7,1.0,12704
 Kuga,2015,Automatic,62438,Diesel,1,66.3,1.5,6379
 Mondeo,2018,Automatic,15825,Hybrid,140,42.1,2.0,22828
 Focus,2016,Automatic,30535,Petrol,125,51.9,1.0,11659
 Mondeo,2019,Automatic,1756,Hybrid,139,59.7,2.0,20728
 Focus,2017,Manual,11173,Petrol,145,56.3,1.0,10268
 Fiesta,2017,Manual,32895,Petrol,124,48.2,1.2,7411
 S-MAX,2016,Semi-Auto,24141,Diesel,127,59.1,2.0,10969
 Focus,2015,Manual,68906,Diesel,0,82.0,1.5,8725
 KA,2016,Manual,17002,Petrol,33,57.1,1.1,6978
 Fiesta,2018,Manual,27488,Petrol,145,66.9,1.0,9703
 S-MAX,2016,Automatic,24153,Diesel,126,56.4,2.0,19195
 Focus,2016,Automatic,26802,Diesel,146,73.7,1.5,13975
 Fiesta,2018,Manual,25157,Petrol,145,58.3,1.0,9948
 Mondeo,2015,Manual,73204,Diesel,1,54.9,1.6,6181
 Mondeo,2016,Automatic,25872,Hybrid,0,66.4,2.0,18130
 Mondeo,2016,Automatic,11399,Electric,2,66.6,2.0,15988
 Focus,2018,Manual,11205,Petrol,152,59.8,1.0,9872
 Fiesta,2018,Manual,10169,Petrol,145,48.7,1.2,8874
 Puma,2019,Manual,1,Petrol,145,49.1,1.0,19417
 Mondeo,2016,Manual,31798,Diesel,125,57.1,2.0,13775
 Galaxy,2018,Automatic,14371,Diesel,204,59.8,2.0,19404
 EcoSport,2017,Automatic,17366,Petrol,144,60.7,1.0,9175
 Puma,2019,Semi-Auto,1829,Petrol,145,44.6,2.3,19469
 Focus,2015,Automatic,34145,Petrol,153,33.0,1.5,3686
 Mondeo,2015,Automatic,45971,Diesel,1,60.2,1.5,11548
 C-MAX,2018,Manual,13027,Petrol,145,64.1,1.0,9661
 Kuga,2018,Automatic,19155,Diesel,248,58.6,1.5,15617
 C-MAX,2015,Manual,29242,Diesel,0,80.7,1.5,8280
 Kuga,2019,Semi-Auto,2381,Hybrid,139,48.0,2.3,27308
 Fiesta,2018,Manual,17697,Petrol,145,47.8,1.0,8286
 Focus,2019,Automatic,5477,Petrol,144,66.5,1.5,21128
 EcoSport,2013,Manual,16181,Petrol,155,39.0,1.0,15731
 Ka+,2021,Manual,4013,Petrol,146,58.2,1.2,16532
 Fiesta,2018,Manual,15161,Petrol,145,47.9,1.0,7340
 B-MAX,2016,Semi-Auto,15074,Petrol,145,55.7,2.0,13251
 Kuga,2018,Manual,30054,Petrol,144,57.4,1.0,15185
 Kuga,2018,Automatic,7298,Diesel,145,25.1,1.5,18358
 B-MAX,2018,Manual,10285,Petrol,145,65.9,1.0,8428
 Kuga,2018,Semi-Auto,17834,Diesel,145,54.5,2.0,16643
 Kuga,2014,Manual,49473,Diesel,126,72.5,2.0,13552
 Focus,2015,Manual,94440,Diesel,0,85.0,1.5,13350
 Focus,2016,Manual,27482,Petrol,125,55.2,1.2,9481
 EcoSport,2018,Manual,20394,Petrol,145,64.8,1.0,11102
 S-MAX,2019,Automatic,3164,Petrol,145,51.1,2.0,16183
 C-MAX,2017,Manual,16988,Petrol,146,53.8,1.5,10998
 Fiesta,2016,Automatic,21503,Petrol,145,51.4,2.0,16885
 Kuga,2019,Automatic,2277,Hybrid,144,53.8,2.0,39416
 Focus,2018,Manual,14494,Petrol,145,61.5,1.0,10258
 B-MAX,2020,Manual,6343,Petrol,146,54.8,1.0,15979
 Mustang,2021,Semi-Auto,3955,Petrol,145,37.3,2.8,37880
 B-MAX,2017,Manual,34843,Petrol,127,55.8,1.0,9543
 C-MAX,2017,Manual,15671,Petrol,145,63.9,1.1,7988
 Fiesta,2018,Manual,24525,Petrol,145,60.0,1.0,10718
 Focus,2013,Automatic,32544,Diesel,29,75.6,1.5,7207
 EcoSport,2016,Automatic,17163,Petrol,145,53.9,1.5,17565
 Focus,2013,Manual,76151,Diesel,1,83.8,1.5,6956
 Tourneo Custom,2017,Manual,86789,Diesel,145,43.1,2.0,15725
 B-MAX,2016,Semi-Auto,25708,Petrol,29,55.0,1.0,7508
 Mustang,2020,Semi-Auto,1094,Diesel,145,24.7,1.5,40283
 Fiesta,2018,Manual,43147,Petrol,145,64.8,1.0,9803
 EcoSport,2018,Automatic,2079,Petrol,145,23.9,1.5,23020
 Focus,2017,Automatic,14722,Petrol,144,52.2,1.0,15645
 Focus,2017,Automatic,12619,Petrol,145,46.0,1.0,20875
 Focus,2016,Manual,37869,Petrol,19,65.5,1.0,10998
 Mondeo,2016,Automatic,14113,Hybrid,0,66.9,2.0,17247
 Focus,2019,Manual,6002,Petrol,145,64.0,1.0,16559
 Ka+,2019,Manual,1,Petrol,145,59.0,1.0,18643
 EcoSport,2019,Manual,10139,Petrol,145,60.7,1.0,16176
 Mustang,2019,Automatic,11965,Petrol,152,40.3,1.5,22401
 Puma,2019,Manual,1924,Petrol,145,52.8,1.0,10764
 Fiesta,2018,Automatic,19458,Petrol,145,51.3,1.0,9853
 Kuga,2017,Semi-Auto,9552,Diesel,145,39.4,1.5,14069
 EcoSport,2018,Automatic,9153,Petrol,149,51.1,1.5,13833
 Puma,2018,Manual,2764,Petrol,150,51.2,1.0,16958
 Focus,2016,Automatic,59146,Petrol,3,44.8,1.0,6459
 Edge,2018,Semi-Auto,30231,Diesel,146,47.5,2.0,28267
 B-MAX,2017,Manual,31416,Petrol,32,59.0,1.0,10895
 Kuga,2017,Semi-Auto,4083,Diesel,151,46.1,2.0,26940
 Mondeo,2016,Semi-Auto,41651,Diesel,126,51.0,2.0,17258
 C-MAX,2016,Manual,23050,Petrol,1,67.3,1.0,10049
 Fusion,2007,Automatic,94092,Petrol,256,39.0,1.5,1730
 Focus,2018,Manual,30715,Petrol,30,58.0,1.0,9065
 Kuga,2018,Semi-Auto,11824,Diesel,144,54.6,2.3,26762
 EcoSport,2018,Manual,7451,Petrol,145,58.5,1.0,14619
 C-MAX,2019,Manual,207,Petrol,145,59.6,1.0,16652
 EcoSport,2017,Manual,22490,Petrol,144,57.5,1.0,11636
 C-MAX,2013,Manual,97088,Diesel,19,82.2,1.5,8372
 S-MAX,2017,Automatic,27643,Diesel,127,50.2,2.0,19095
 Focus,2016,Manual,57975,Diesel,1,87.2,1.5,17400
 Ka+,2018,Manual,5405,Petrol,145,60.3,1.0,12582
 Mondeo,2015,Manual,15929,Diesel,202,63.4,2.0,4051
 Puma,2020,Semi-Auto,1591,Petrol,144,51.6,1.0,25662
 Kuga,2018,Manual,3663,Diesel,145,63.8,2.0,16934
 C-MAX,2018,Manual,14757,Petrol,145,56.0,1.0,9124
 Grand C-MAX,2017,Manual,15120,Diesel,29,64.4,1.5,9893
 EcoSport,2017,Automatic,20657,Petrol,152,60.2,1.0,12890
 Grand C-MAX,2017,Manual,50954,Diesel,21,65.3,1.5,7831
 Fiesta,2018,Semi-Auto,13421,Petrol,145,48.3,1.1,11326
 Focus,2016,Manual,4626,Diesel,145,53.5,1.5,12922
 Focus,2018,Manual,23533,Petrol,145,66.5,1.0,9868
 Galaxy,2016,Automatic,47739,Diesel,145,30.8,2.0,16377
 Mondeo,2019,Semi-Auto,4885,Hybrid,143,68.1,2.0,27426
 Focus,2017,Manual,34724,Diesel,145,57.9,1.5,11401
 Grand C-MAX,2018,Semi-Auto,7165,Diesel,148,62.7,1.5,10439
 Fiesta,2017,Manual,16922,Petrol,145,57.3,1.0,6913
 Fiesta,2015,Manual,72979,Diesel,3,74.6,1.5,7710
 Fiesta,2018,Manual,14300,Petrol,144,60.8,1.0,11977
 Puma,2020,Manual,15297,Petrol,145,50.8,1.0,12515
 B-MAX,2013,Manual,35205,Petrol,145,53.4,1.2,10034
 Fiesta,2018,Manual,4860,Petrol,145,53.5,1.0,12879
 Kuga,2020,Semi-Auto,7504,Hybrid,142,48.1,2.0,30777
 Focus,2019,Automatic,8956,Petrol,144,39.9,1.0,18662
 Edge,2017,Semi-Auto,16951,Diesel,146,59.6,2.0,22436
 Focus,2018,Manual,16848,Diesel,0,56.2,1.5,11971
 Fiesta,2018,Manual,11134,Petrol,0,66.8,1.0,10257
 Fiesta,2014,Manual,26339,Petrol,23,49.1,1.6,2272
 Mondeo,2016,Automatic,20253,Hybrid,0,65.4,2.0,17452
 Mondeo,2017,Manual,19473,Diesel,146,57.2,2.0,18371
 Mondeo,2014,Automatic,36710,Hybrid,0,66.2,2.0,16045
 S-MAX,2016,Automatic,29621,Diesel,125,57.1,2.0,15304
 KA,2014,Manual,50057,Petrol,28,64.2,1.2,6193
 EcoSport,2019,Automatic,6611,Petrol,154,48.0,1.6,17646
 Grand C-MAX,2017,Manual,32706,Petrol,125,57.8,1.0,10314
 B-MAX,2016,Automatic,19928,Petrol,151,53.2,1.0,10545
 C-MAX,2016,Manual,31280,Diesel,1,58.3,1.5,8484
 Fiesta,2019,Manual,1191,Petrol,144,47.0,1.0,22272
 Puma,2019,Manual,29901,Petrol,152,48.6,1.3,5185
 Fiesta,2018,Manual,26909,Petrol,23,65.9,1.2,10346
 Kuga,2019,Manual,5912,Diesel,145,59.3,2.0,15749
 Focus,2016,Automatic,19740,Petrol,146,56.2,1.0,8549
 Fiesta,2019,Manual,6528,Petrol,145,47.2,1.0,10923
 Focus,2019,Manual,10196,Petrol,145,40.4,1.5,19475
 Focus,2016,Manual,34532,Diesel,0,75.1,1.5,13275
 Fiesta,2017,Manual,17872,Petrol,0,66.5,1.1,8979
 Mondeo,2016,Semi-Auto,72549,Diesel,4,58.9,2.0,7158
 Fiesta,2018,Manual,1723,Petrol,145,66.5,1.0,10581
 Fiesta,2013,Manual,39603,Petrol,22,48.4,1.6,7307
 C-MAX,2009,Manual,75729,Diesel,33,66.2,1.5,6218
 Edge,2018,Semi-Auto,23401,Diesel,146,47.5,2.0,24620
 Mondeo,2015,Automatic,22585,Other,145,65.9,2.0,12888
 Grand Tourneo Connect,2011,Manual,56372,Diesel,154,42.8,1.5,3260
 B-MAX,2016,Manual,22950,Petrol,31,55.7,1.6,2617
 Fiesta,2018,Manual,7636,Petrol,145,54.6,1.0,11891
 Kuga,2017,Manual,29586,Diesel,124,55.4,2.0,15605
 Galaxy,2017,Automatic,30208,Diesel,123,60.2,2.0,18388
 Focus,2018,Automatic,16009,Petrol,153,38.3,1.0,9193
 Focus,2016,Manual,37788,Petrol,19,61.3,1.0,11177
 Fiesta,2015,Automatic,24298,Petrol,149,31.2,1.0,6818
 S-MAX,2018,Automatic,19404,Diesel,145,57.0,1.0,12535
 Fiesta,2014,Automatic,33432,Petrol,240,43.8,1.6,3881
 Grand Tourneo Connect,2018,Manual,25301,Diesel,149,61.2,1.5,11073
 Fiesta,2014,Manual,30393,Petrol,25,47.8,1.6,7728
 Focus,2019,Manual,17754,Petrol,145,60.9,1.0,10103
 KA,2013,Manual,48037,Petrol,17,58.8,1.2,7578
 Mondeo,2015,Automatic,15494,Hybrid,0,55.7,2.0,5339
 Fiesta,2018,Automatic,5290,Petrol,153,46.5,1.0,13053
 Mondeo,2015,Automatic,38114,Hybrid,0,67.4,2.0,16067
 Focus,2015,Manual,114944,Petrol,34,56.5,1.6,8107
 Kuga,2010,Manual,30523,Diesel,0,84.3,1.5,17242
 Fiesta,2013,Manual,18506,Petrol,155,24.3,1.2,7503
 Ka+,2017,Manual,12606,Petrol,151,58.5,1.0,10348
 Focus,2017,Manual,23062,Petrol,145,59.5,1.0,9782
 Fiesta,2018,Manual,20781,Petrol,126,66.5,1.2,10099
 Kuga,2019,Automatic,12649,Petrol,145,47.1,1.5,15039
 Fiesta,2017,Manual,21016,Petrol,149,58.5,1.2,6992
 Fiesta,2018,Manual,8527,Petrol,145,66.0,1.0,10101
 Mustang,2019,Semi-Auto,4271,Petrol,144,42.1,2.8,38986
 Fiesta,2015,Manual,47198,Petrol,32,65.9,1.0,8129
 B-MAX,2015,Manual,27151,Petrol,124,59.7,1.0,6571
 Kuga,2018,Manual,9814,Diesel,145,57.6,2.0,18440
 S-MAX,2017,Semi-Auto,14210,Diesel,125,56.7,2.0,12538
 Kuga,2018,Automatic,11910,Petrol,145,43.0,2.0,14017
 Mondeo,2015,Manual,89439,Diesel,2,67.1,2.0,6540
 S-MAX,2017,Automatic,24946,Diesel,126,56.0,2.0,17688
 Puma,2019,Manual,3644,Petrol,145,57.2,1.0,15133
 Focus,2016,Automatic,9737,Petrol,145,58.9,1.0,9540
 Kuga,2018,Manual,13128,Petrol,145,56.0,2.0,13294
 EcoSport,2018,Semi-Auto,10694,Petrol,145,62.8,1.1,13604
 Focus,2017,Manual,13246,Petrol,145,58.0,1.0,10901
Focus,2005,Manual,78646,Diesel,247,44.9,1.4,2574
 Kuga,2019,Semi-Auto,3192,Petrol,145,43.0,1.5,33828
 Tourneo Custom,2018,Semi-Auto,11720,Diesel,145,20.8,2.0,25408
 Fiesta,2018,Manual,12666,Petrol,145,47.3,1.1,10015
 Focus,2019,Manual,11023,Petrol,145,62.7,1.0,9706
 Fiesta,2016,Manual,31912,Petrol,2,65.6,1.0,9684
 B-MAX,2013,Manual,436,Petrol,153,40.5,1.5,22130
 Kuga,2019,Manual,107914,Diesel,145,73.9,1.5,17157
 Kuga,2017,Automatic,42274,Diesel,126,59.2,2.0,13429
 C-MAX,2018,Manual,8789,Petrol,145,54.8,1.0,15355
 Kuga,2018,Manual,7401,Diesel,145,66.2,1.5,15009
 C-MAX,2018,Manual,24568,Diesel,144,65.6,1.5,11642
 EcoSport,2019,Manual,14472,Petrol,145,66.1,1.0,8950
 Kuga,2018,Manual,31888,Diesel,145,69.7,1.5,15534
 Fiesta,2018,Manual,6124,Petrol,145,66.1,1.0,9520
 Kuga,2013,Semi-Auto,34697,Diesel,146,54.7,2.0,14624
 EcoSport,2016,Manual,23957,Diesel,1,74.9,1.5,8304
 Fiesta,2015,Manual,37904,Petrol,28,66.0,1.2,7776
 Kuga,2019,Semi-Auto,26595,Diesel,145,41.3,2.0,19620
 Kuga,2017,Automatic,14153,Diesel,238,59.4,1.5,18343
 Tourneo Custom,2013,Manual,55141,Diesel,208,21.3,2.0,4273
 EcoSport,2018,Automatic,18376,Petrol,150,59.1,1.0,11229
 Fiesta,2015,Manual,31306,Petrol,19,56.6,1.2,7123
 Fiesta,2016,Automatic,33655,Diesel,124,38.7,2.0,11535
 Edge,2018,Semi-Auto,21782,Diesel,146,44.2,2.0,15677
 EcoSport,2018,Semi-Auto,5594,Petrol,145,50.9,1.0,14420
 Kuga,2018,Manual,2763,Petrol,145,56.3,1.0,16507
 Focus,2006,Manual,10592,Petrol,255,39.8,1.6,2265
 Fiesta,2018,Manual,25920,Petrol,145,64.0,1.0,10272
 Fiesta,2017,Manual,27736,Petrol,30,64.7,1.2,9157
 Edge,2017,Semi-Auto,33310,Diesel,145,47.8,2.0,11840
 Focus,2016,Manual,14542,Petrol,23,57.2,1.0,12162
 Fiesta,2018,Manual,11415,Petrol,145,67.3,1.0,11685
 Fusion,2008,Manual,70350,Petrol,214,32.6,1.5,495
 B-MAX,2016,Manual,3166,Petrol,145,54.9,1.0,7015
 Focus,2018,Manual,14375,Petrol,144,73.5,1.0,14431
 Mondeo,2016,Automatic,9784,Electric,1,68.2,2.0,13255
 Mondeo,2018,Manual,25317,Diesel,145,56.4,2.0,14403
 Kuga,2017,Manual,43273,Diesel,145,71.6,1.5,15557
 KA,2006,Manual,46154,Petrol,31,56.7,1.2,2802
 Kuga,2018,Semi-Auto,14590,Diesel,145,48.3,2.0,17621
 Fiesta,2018,Manual,23337,Petrol,145,65.4,1.0,9820
 Focus,2019,Automatic,6807,Petrol,152,44.5,1.0,13715
 Grand Tourneo Connect,2018,Manual,9962,Diesel,145,61.0,1.5,19309
 Mondeo,2018,Manual,47323,Petrol,154,35.7,2.0,18876
 Ka+,2018,Manual,10718,Petrol,146,48.0,1.2,7132
 Edge,2019,Semi-Auto,3490,Diesel,146,39.8,2.0,21590
 Focus,2016,Manual,21146,Petrol,145,63.5,1.2,7001
 Kuga,2017,Manual,90620,Diesel,0,66.9,2.0,13005
 EcoSport,2019,Automatic,850,Petrol,145,51.0,1.0,18625
 Edge,2019,Semi-Auto,308,Diesel,146,34.0,2.0,30186
 Tourneo Custom,2019,Semi-Auto,7250,Diesel,145,38.2,2.0,28693
 Puma,2019,Manual,1557,Petrol,147,50.2,1.0,17984
 Fiesta,2018,Manual,16182,Petrol,145,63.0,1.0,10079
 Kuga,2016,Automatic,35498,Diesel,125,60.6,2.0,5685
 Fiesta,2018,Manual,1,Petrol,145,64.1,1.0,12224
 Kuga,2015,Semi-Auto,23898,Petrol,145,54.6,2.0,17540
 Grand C-MAX,2018,Automatic,12164,Diesel,145,56.9,2.0,19779
 Transit Tourneo,2018,Manual,2636,Diesel,145,57.2,1.5,14330
 Fusion,2008,Manual,80614,Petrol,205,33.7,1.3,2260
 Focus,2018,Automatic,57391,Diesel,145,72.6,1.5,15989
 Kuga,2018,Semi-Auto,10297,Diesel,144,54.3,2.0,29538
 Edge,2017,Semi-Auto,22720,Diesel,146,38.6,2.0,24878
 Focus,2017,Manual,90033,Diesel,0,74.7,1.5,8014
 Focus,2014,Manual,31178,Diesel,21,75.7,1.5,12125
 Kuga,2016,Manual,66719,Diesel,125,54.6,1.5,14628
 Streetka,2019,Semi-Auto,11818,Petrol,154,48.5,1.6,10029
 Kuga,2018,Automatic,17636,Diesel,145,54.9,1.5,15031
 B-MAX,2016,Automatic,7518,Petrol,126,55.7,2.0,13904
 Ka+,2017,Manual,20921,Petrol,146,57.7,1.2,10110
 Focus,2016,Semi-Auto,17484,Diesel,145,59.7,2.0,13802
 C-MAX,2016,Manual,121399,Diesel,29,60.3,1.5,11102
 Fiesta,2018,Manual,5803,Petrol,156,46.9,1.2,14135
 Fiesta,2015,Manual,36706,Petrol,2,65.3,1.2,9282
 Kuga,2018,Semi-Auto,3053,Diesel,145,48.4,2.0,29232
 EcoSport,2018,Automatic,30946,Petrol,145,55.9,1.5,12055
 Kuga,2017,Manual,28599,Diesel,150,56.0,1.5,13872
 Mondeo,2016,Automatic,24879,Hybrid,0,65.8,2.0,16277
 Ka+,2018,Manual,10457,Petrol,145,47.0,1.2,6164
 Kuga,2019,Automatic,242,Petrol,145,41.6,1.5,22227
 Fiesta,2015,Automatic,78667,Petrol,2,65.3,1.6,7670
 Fiesta,2016,Manual,10833,Petrol,145,66.4,1.0,8865
 Kuga,2017,Automatic,22901,Diesel,146,57.9,2.0,11380
 Kuga,2017,Automatic,5155,Diesel,145,54.2,1.5,12015
 Kuga,2019,Manual,1029,Petrol,145,47.3,1.0,16204
 Mondeo,2016,Automatic,36791,Electric,2,68.8,2.0,11154
 Fiesta,2016,Automatic,23468,Petrol,0,65.8,1.0,7787
 Focus,2017,Manual,30151,Petrol,124,59.8,1.0,10989
 Fiesta,2018,Semi-Auto,10423,Petrol,145,40.5,1.1,14001
 C-MAX,2016,Manual,29984,Petrol,21,67.7,1.6,9882
 Kuga,2019,Manual,13586,Diesel,145,55.9,2.0,14948
 Focus,2019,Automatic,12513,Petrol,145,58.2,1.0,16783
 Fiesta,2018,Manual,12610,Petrol,145,63.1,1.1,10365
 Ka+,2015,Manual,79376,Petrol,21,56.8,1.2,7049
 Fiesta,2019,Manual,2435,Petrol,146,32.5,1.1,17933
 Fiesta,2017,Manual,26186,Petrol,21,57.6,1.0,12464
 EcoSport,2019,Automatic,1,Petrol,145,36.5,2.0,12670
 Fiesta,2017,Manual,9081,Petrol,22,58.1,1.0,10922
 Mondeo,2018,Manual,18186,Diesel,145,63.5,2.0,16483
 Puma,2019,Automatic,1593,Petrol,147,54.2,1.0,13231
 Kuga,2018,Manual,31650,Diesel,145,66.9,1.5,6884
 Grand C-MAX,2016,Automatic,11925,Diesel,21,74.7,1.5,13038
 S-MAX,2015,Semi-Auto,28590,Diesel,126,58.8,2.0,17929
 Kuga,2017,Automatic,12466,Petrol,154,36.9,1.5,16232
 Mondeo,2015,Automatic,20577,Other,2,66.7,2.0,13564
 S-MAX,2013,Semi-Auto,18053,Diesel,146,58.9,2.0,17124
 C-MAX,2016,Automatic,40016,Diesel,125,66.4,2.0,15538
 Fusion,2008,Manual,115739,Petrol,207,42.0,1.5,1431
 Focus,2018,Manual,3197,Petrol,145,61.1,1.0,10479
 EcoSport,2019,Semi-Auto,4152,Petrol,146,49.1,1.5,18769
 Puma,2019,Manual,2615,Petrol,144,52.2,1.0,19981
 B-MAX,2009,Manual,55894,Diesel,155,42.1,1.6,6311
 Mondeo,2016,Semi-Auto,26609,Diesel,126,57.7,2.0,12071
 Kuga,2016,Semi-Auto,31786,Diesel,156,44.5,2.0,10076
 Streetka,2004,Automatic,82005,Diesel,214,20.8,2.0,1344
 Puma,2020,Semi-Auto,1421,Petrol,149,51.4,1.0,16905
 Mondeo,2019,Automatic,1970,Hybrid,143,42.4,2.0,24284
 Kuga,2017,Semi-Auto,17414,Diesel,145,54.7,2.0,13130
 Kuga,2018,Semi-Auto,37959,Diesel,146,52.1,2.0,16062
 Fiesta,2017,Manual,32702,Petrol,145,66.1,1.0,7497
 EcoSport,2019,Manual,1442,Petrol,145,51.5,1.0,18014
 Mondeo,2017,Automatic,25103,Hybrid,0,58.6,2.0,15638
 Mondeo,2013,Automatic,68928,Diesel,199,58.2,2.0,15752
 Fiesta,2016,Manual,39368,Petrol,23,59.4,1.2,6844
 Puma,2020,Manual,1681,Petrol,144,52.8,1.0,19127
 Mondeo,2019,Automatic,3649,Hybrid,142,47.8,2.0,28350
 Puma,2019,Manual,1,Petrol,144,50.3,1.0,25191
 Mondeo,2018,Manual,20643,Diesel,145,64.2,1.4,17931
 Ka+,2018,Manual,9857,Petrol,145,60.6,1.2,11864
 Focus,2018,Manual,12436,Petrol,145,61.6,1.0,10017
 Focus,2014,Manual,29378,Diesel,1,74.3,1.5,9291
 Transit Tourneo,2009,Automatic,64896,Diesel,31,38.5,1.5,13096
 Mondeo,2019,Automatic,1450,Hybrid,142,49.4,2.0,25912
 C-MAX,2017,Manual,22382,Diesel,156,63.8,1.5,7461
 Focus,2019,Manual,4981,Petrol,151,58.8,1.0,14476
 Focus,2017,Manual,22332,Petrol,145,56.7,1.0,9292
 EcoSport,2017,Manual,18094,Petrol,126,58.2,1.0,9856
 EcoSport,2016,Manual,29985,Petrol,126,38.1,1.0,14653
 Fiesta,2011,Manual,15193,Petrol,156,48.5,1.6,15382
 Kuga,2016,Semi-Auto,14359,Diesel,158,42.8,2.0,15157
 Kuga,2016,Semi-Auto,28775,Diesel,127,54.8,2.0,13773
 Fiesta,2015,Manual,27452,Diesel,0,75.1,1.5,7818
 Galaxy,2017,Semi-Auto,20812,Diesel,146,54.4,2.0,20504
 Kuga,2013,Manual,95202,Diesel,243,55.2,2.0,4266
 Fiesta,2013,Automatic,22000,Petrol,154,44.7,1.5,10792
 Kuga,2018,Semi-Auto,40703,Diesel,145,58.8,2.0,13772
 Focus,2014,Manual,28863,Petrol,146,55.8,1.2,14990
 Fiesta,2019,Manual,12351,Petrol,146,63.0,1.5,23410
 Focus,2015,Automatic,36033,Petrol,247,46.9,1.6,6357
 Fiesta,2017,Manual,21849,Petrol,30,66.7,1.0,11341
 EcoSport,2019,Manual,3065,Petrol,144,40.3,1.0,13768
 Galaxy,2018,Manual,14827,Diesel,145,47.5,2.0,18348
 Ka+,2018,Manual,11684,Petrol,145,44.5,1.2,5388
 Focus,2016,Manual,19761,Diesel,145,66.9,1.5,10925
 Kuga,2015,Manual,74514,Diesel,0,79.2,1.5,7459
 B-MAX,2017,Manual,11290,Petrol,125,61.0,1.0,9935
 Mondeo,2015,Automatic,34558,Hybrid,0,67.0,2.0,14085
 Fiesta,2016,Manual,30480,Diesel,22,67.3,1.5,7840
 Kuga,2017,Automatic,35378,Diesel,233,55.3,2.0,15486
 KA,2016,Manual,28205,Petrol,29,58.5,1.2,2384
 Focus,2018,Manual,13206,Petrol,145,61.1,1.0,9968
 Kuga,2015,Manual,77310,Diesel,199,43.1,1.6,15909
 EcoSport,2019,Automatic,14095,Petrol,152,37.0,1.5,9498
 Mondeo,2017,Automatic,28681,Hybrid,144,56.6,2.0,17294
 Kuga,2017,Automatic,13276,Hybrid,0,44.3,2.0,24927
 KA,2017,Manual,28247,Petrol,30,58.5,1.2,4209
 Fiesta,2018,Semi-Auto,30439,Petrol,145,47.0,1.0,20163
 Kuga,2018,Automatic,11816,Diesel,151,51.8,1.5,10557
 Tourneo Custom,2017,Manual,12343,Diesel,154,42.9,2.0,26714
 Mondeo,2006,Automatic,13734,Diesel,206,53.2,2.0,3654
 Ka+,2018,Manual,14720,Petrol,145,47.5,1.2,7502
 Galaxy,2016,Automatic,110146,Diesel,202,57.6,2.0,15736
 C-MAX,2015,Manual,62552,Diesel,21,83.8,1.5,6004
 Tourneo Custom,2017,Automatic,20528,Diesel,145,20.8,2.0,16648
 Focus,2018,Automatic,14472,Petrol,151,59.4,1.0,13036
 Ka+,2017,Manual,13097,Petrol,145,66.2,1.2,7204
 Fiesta,2015,Manual,83762,Diesel,3,75.8,1.5,8090
 C-MAX,2016,Manual,27419,Petrol,29,53.6,1.2,10416
 EcoSport,2020,Manual,7967,Petrol,149,53.5,1.0,15188
 Focus,2016,Manual,26923,Diesel,2,73.6,1.5,7669
 Kuga,2016,Semi-Auto,35394,Diesel,126,57.0,2.0,15154
 Kuga,2019,Automatic,9894,Diesel,145,63.2,1.5,16386
 Ka+,2018,Manual,8812,Petrol,145,54.2,1.2,10185
 Mondeo,2019,Automatic,2453,Hybrid,143,48.0,2.0,27643
 Mondeo,2010,Manual,42137,Diesel,203,66.3,2.0,15786
 Ka+,2013,Manual,15998,Petrol,212,47.8,1.2,5963
 Tourneo Custom,2017,Automatic,24158,Diesel,146,58.2,2.0,16684
 EcoSport,2019,Automatic,2747,Petrol,151,36.5,1.5,9324
 Grand C-MAX,2017,Manual,20961,Diesel,30,65.9,1.5,12428
 Mondeo,2018,Automatic,11563,Other,0,67.6,2.0,14664
 Kuga,2016,Semi-Auto,12980,Diesel,145,54.1,2.0,9926
 KA,2013,Manual,27346,Petrol,29,55.9,1.2,1813
 Kuga,2013,Manual,107409,Petrol,158,43.5,1.2,2271
 Mustang,2019,Automatic,4895,Hybrid,141,44.3,2.0,20201
 Mondeo,2019,Automatic,15810,Hybrid,144,64.7,2.0,29944
 Kuga,2019,Semi-Auto,3454,Diesel,145,62.9,1.5,14895
 Tourneo Connect,2016,Manual,49611,Diesel,29,58.8,1.5,7491
 Focus,2016,Automatic,34853,Diesel,1,65.8,1.5,10249
 B-MAX,2006,Manual,24129,Petrol,245,47.6,1.6,7873
 Ka+,2018,Manual,6919,Petrol,30,58.8,1.2,7518
 Fusion,2009,Manual,69895,Petrol,208,47.7,1.5,883
 Focus,2014,Manual,79489,Diesel,0,82.0,1.5,7233
 KA,2008,Manual,79906,Petrol,213,46.6,1.4,495
 Fiesta,2018,Manual,15918,Petrol,145,53.9,1.5,7293
 EcoSport,2010,Automatic,37018,Petrol,238,41.6,1.6,14059
 Fiesta,2018,Manual,6273,Petrol,145,65.8,1.0,10793
 S-MAX,2017,Semi-Auto,21387,Diesel,145,51.1,2.0,10285
